Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2783.51,0.520225,120.764ms,1937954,120,1.43175e+09,663975,1.09017,Win
jeaiii::to_text,2373.42,0.432263,142.796ms,1937954,120,1.35961e+09,778697,1.27851,Loss
