Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2730.19,1.06913,1.49017ms,9742,240,317735,3403.27,1.10255,Win
jeaiii::to_text,2439.1,0.772297,3.70454ms,9741,480,415302,3808.71,1.23489,Loss
