Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,144.01,0.379761,1.28084ms,1000,30,18974.1,6622.3,Win
std::from_chars,80.0649,0.213236,2.21798ms,1000,30,19353.5,11911.3,Loss
strtoll/strtoull,29.2213,0.767073,5.9269ms,1000,30,1.88016e+06,32636.2,Loss
