Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,129.79,0.384729,26.6691ms,20000,30,9.58979e+06,146957,17.9637,Win
std::from_chars,93.7825,0.335225,36.6481ms,20000,30,1.39448e+07,203380,24.8627,Loss
strtoll/strtoull,49.8506,0.207174,69.5129ms,20000,30,1.885e+07,382613,46.7778,Loss
