Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
std::from_chars,55.0657,0.441139,31.2812ms,10000,30,1.75109e+07,173188,42.3433,Win
vn::from_chars,51.8031,0.56045,33.4257ms,10000,30,3.19362e+07,184096,45.0094,Loss
strtoll/strtoull,28.5379,0.280065,60.212ms,10000,30,2.62781e+07,334178,81.7107,Loss
