Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,448.98,1.17597,0.096584ms,224,120,3782.57,477.425,Win
jeaiii::to_text,265.844,0.72455,1.22567ms,225,300,10277,807.8,Loss
