Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,489.555,0.236757,0.80125ms,2253,120,12965.4,4390.35,Win
jeaiii::to_text,259.355,0.934303,1.51763ms,2253,120,719397,8287.17,Loss
