Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,281.618,0.407791,212.4ms,344900,120,2.72221e+09,1.16797e+06,Win
jeaiii::to_text,200.827,2.47437,281.835ms,344900,120,1.97085e+11,1.63784e+06,Loss
