Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,349.97,0.579242,14.4566ms,29605,120,2.62048e+07,80675.3,Win
jeaiii::to_text,338.165,0.387273,15.1228ms,29605,120,1.25459e+07,83491.7,Loss
