Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1128.43,2.33563,245.815ms,273587,480,1.39989e+10,231218,Win
jeaiii::to_text,433.788,1.15987,616.559ms,273587,480,2.33613e+10,601476,Loss
