Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,713.652,1.25701,2.72829ms,11414,120,4.41178e+06,15253.7,Win
jeaiii::to_text,651.334,1.28158,3.22004ms,11414,120,5.50544e+06,16713.2,Loss
