Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1071.92,1.1344,0.348667ms,2004,120,49089.8,1782.95,Win
jeaiii::to_text,286.948,1.85442,1.26033ms,2004,120,1.83061e+06,6660.39,Loss
