Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,626.649,0.366877,0.303375ms,1046,120,4097.65,1592.78,Tie
vn::to_chars,606.208,1.4602,1.61062ms,1041,480,274542,1637.84,Tie
