Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,455.139,1.03523,8.42062ms,22545,120,2.86999e+07,47240.2,Win
jeaiii::to_text,265.301,0.804066,14.6542ms,22545,120,5.09565e+07,81043.4,Loss
