Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,1040.04,2.94958,133.548ms,800000,30,1.4045e+10,733569,2.91954,Win
std::from_chars,747.644,0.489617,969.969ms,800000,48,1.19824e+09,1.02046e+06,4.06135,Loss
strtoll/strtoull,343.55,1.11279,397.694ms,800000,30,1.83209e+10,2.22075e+06,8.8419,Loss
