Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,209.424,1.65662,20.8493ms,10000,30,1.70733e+07,45538.1,14.4994,Win
std::from_chars,178.52,0.897738,69.3012ms,10000,30,6.89993e+06,53421,17.0113,Loss
strtoll/strtoull,102.319,2.10735,16.9712ms,10000,30,1.1574e+08,93206,29.6923,Loss
