Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,777.188,1.20326,15.4629ms,8000,30,418571,9816.67,3.89824,Win
std::from_chars,564.342,0.543908,2.98519ms,8000,30,162206,13519.1,5.37177,Loss
strtoll/strtoull,320.819,0.280249,11.4481ms,8000,30,133251,23781,9.46334,Loss
