Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,866.916,2.41303,159.871ms,800000,30,1.35293e+10,880062,3.50267,Win
std::from_chars,568.625,1.71364,246.754ms,800000,30,1.58595e+10,1.34173e+06,5.34118,Loss
strtoll/strtoull,343.739,2.08986,933.194ms,800000,30,6.45472e+10,2.21953e+06,8.83904,Loss
