Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1783.36,0.380575,10.0832ms,104824,120,5.4615e+06,56056.3,Win
jeaiii::to_text,1473.58,0.935393,11.9403ms,104824,120,4.83224e+07,67840.6,Loss
