Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1213.43,1.1587,0.096167ms,256,120,653.171,201.35,Win
jeaiii::to_text,282.664,0.58642,0.180416ms,256,120,3083.09,864.358,Loss
