Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,1503.91,1.74844,0.566334ms,4834,120,344754,3065.58,Tie
vn::to_chars,1500.98,1.32218,5.36492ms,4830,300,493928,3068.89,Tie
