Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
std::from_chars,387.65,0.777531,17.7243ms,40000,120,7.02518e+07,98405.7,7.83625,Win
vn::from_chars,370.239,0.754626,18.4833ms,40000,120,7.2544e+07,103033,8.20138,Loss
strtoll/strtoull,259.185,1.27445,26.3556ms,40000,120,4.22209e+08,147181,11.7208,Loss
