Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,185.969,0.573179,91.5761ms,100000,120,1.03677e+09,512813,16.3332,Win
std::from_chars,168.494,0.367875,101.41ms,100000,120,5.20248e+08,565997,18.0278,Loss
strtoll/strtoull,107.005,0.355561,160.408ms,100000,120,1.20503e+09,891240,28.3947,Loss
