Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,2012.51,6.45092,55.681ms,257041,30,1.85223e+09,121805,Win
jeaiii::to_text,488.477,2.18314,587.903ms,256987,30,3.59931e+09,501726,Loss
