Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,2523.86,2.39482,3.12909ms,18880,30,875621,7133.87,Win
vn::to_chars,2128.64,5.09031,9.11078ms,18880,48,8.89884e+06,8458.67,Loss
