Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,483.621,0.531061,237.024ms,264852,30,2.30785e+08,522274,Win
jeaiii::to_text,278.113,4.46867,1035.2ms,264830,30,4.94049e+10,908126,Loss
