Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,2292.5,1.94776,1.54701ms,19385,30,740105,8064,Win
jeaiii::to_text,1918.88,1.6635,1.952ms,19385,30,770538,9634.13,Loss
