Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,2532.82,4.79934,13.407ms,193975,30,3.68611e+08,73036.8,Win
jeaiii::to_text,2155.8,2.59496,132.686ms,193978,30,1.48755e+08,85811.2,Loss
