Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,966.694,3.91393,41.5309ms,99810,30,4.45575e+08,98466.1,Tie
jeaiii::to_text,889.408,3.67641,133.411ms,99821,30,4.64525e+08,107034,Tie
