Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,2815.22,1.2852,8.66099ms,19396,30,213934,6570.67,Win
jeaiii::to_text,2382.54,1.11021,2.16115ms,19400,30,222973,7765.33,Loss
