Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,559.265,0.600613,62.6178ms,80000,30,2.01398e+07,136418,Win
std::from_chars,376.577,0.697883,39.182ms,80000,30,5.99735e+07,202599,Loss
strtoll/strtoull,274.87,0.722161,52.3453ms,80000,30,1.20535e+08,277564,Loss
