Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,373.904,0.0433081,0.957411ms,2000,30,146.42,5101.17,8.09142,Win
std::from_chars,175.017,1.97337,2.00141ms,2000,30,1.38752e+06,10898.1,17.3176,Loss
strtoll/strtoull,93.1632,1.39936,4.072ms,2000,30,2.46237e+06,20473.2,32.5913,Loss
