# str-to-int-leading-zeros Stage Results
#CPU: AMD EPYC 9V74 80-Core Processor-AVX2
#OS: Linux-6.17.0-1020-azure
#Compiler: Clang-23.0.0

# str-to-int-leading-zeros Stage Config

ClearCpuCachesBeforeIterations,MeasuredIterationCount,MaxIterationCount,ConvergenceThreshold,MaxTimeInS,RseThreshold,MaxK,MinK
true,60,1800,1,6,2.5,100000,30

Library,Wins,Ties,Losses
vn::from_chars,62,0,2
std::from_chars,2,0,62
strtoll/strtoull,0,0,64
