Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1992.58,0.482552,90.7758ms,1048244,30,1.75834e+08,501703,1.52427,Win
jeaiii::to_text,1845.11,0.955514,97.6774ms,1048244,30,8.04032e+08,541800,1.64603,Loss
