Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,3883.04,2.96192,43.4493ms,198791,48,1.00378e+08,48822.9,0.781384,Win
jeaiii::to_text,3398.15,1.51593,10.4503ms,198792,30,2.14582e+07,55790,0.89308,Loss
