Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1846.11,2.04082,0.1038ms,949,30,3000,490,1.5848,Win
jeaiii::to_text,1717.58,1.80551,0.1144ms,949,30,2712.64,526.667,1.71047,Loss
