Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2059.94,1.88168,0.2473ms,2578,30,15126.4,1193.33,1.44028,Win
jeaiii::to_text,673.477,0.487095,0.6773ms,2578,30,9482.76,3650,4.48014,Loss
