Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1923.07,1.12634,144.027ms,214830,30,4.31973e+07,106537,1.57841,Win
jeaiii::to_text,683.324,0.82287,131.051ms,214890,30,1.8271e+08,299909,4.44484,Loss
