Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,664.933,0.549783,37.8356ms,26465,48,2.09036e+06,37957.6,4.56592,Win
jeaiii::to_text,436.607,1.22137,11.159ms,26456,30,1.49443e+07,57787.2,6.95582,Loss
