Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2000.4,0.669515,2.71334ms,25697,30,201823,12250.8,1.51242,Win
jeaiii::to_text,653.483,1.00075,17.9135ms,25707,30,4.22872e+06,37516.2,4.64405,Loss
