Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,3575.63,1.23478,10.1703ms,198793,30,1.28588e+07,53021.2,0.84886,Win
jeaiii::to_text,3219,2.7454,127.702ms,198791,30,7.84305e+07,58894.8,0.941977,Loss
