Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,280.448,3.84833,2.88691ms,2000,30,2.05504e+06,6801.07,Win
std::from_chars,190.552,4.13911,1.71802ms,2000,30,5.14955e+06,10009.6,Loss
strtoll/strtoull,99.3687,5.30227,18.123ms,2000,48,4.97195e+07,19194.7,Loss
