Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,315.368,1.67968,5.57696ms,2000,48,495355,6048,Win
std::from_chars,264.518,2.41384,1.35706ms,2000,30,908841,7210.67,Loss
strtoll/strtoull,160.084,0.372801,12.2371ms,2000,48,94701.8,11914.7,Loss
