Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
strtoll/strtoull,104.797,2.13586,3436.83ms,800000,240,5.80286e+12,7.28018e+06,Win
std::from_chars,62.2156,2.13574,4471.87ms,800000,240,1.64623e+13,1.22628e+07,Loss
