Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1714.81,1.31892,1.06273ms,9484,120,580799,5274.77,1.75976,Win
jeaiii::to_text,1640.5,1.73634,5.05397ms,9481,480,4.39653e+06,5511.89,1.84013,Loss
