Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2911.13,1.31931,11.1349ms,188790,120,7.98936e+07,61847,1.04092,Win
jeaiii::to_text,2765.15,1.25569,11.8366ms,188790,120,8.02181e+07,65112.2,1.09289,Loss
