Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
jeaiii::to_text,2359.09,2.39546,4.94604ms,9741,300,2.66967e+06,3938.04,1.26756,Win
vn::to_chars,2174.94,1.27178,0.847677ms,9741,120,354154,4271.62,1.38401,Loss
