Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
jeaiii::to_text,1910.45,1.65177,2.38214ms,10481,240,1.79274e+06,5232.44,1.57647,Tie
vn::to_chars,1869.72,1.19142,1.03505ms,10482,120,486980,5346.88,1.61504,Tie
