Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1296.71,1.36445,0.79488ms,5662,120,387415,4164.27,Tie
jeaiii::to_text,1258.02,1.49443,1.8921ms,5660,240,987006,4291.2,Tie
