Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,2488.14,2.21805,0.550912ms,3144,240,171541,1205.33,Win
jeaiii::to_text,754.5,1.5603,0.743168ms,3144,120,461464,3974.4,Loss
