Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,848.803,2.01683,198.493ms,998253,120,6.14028e+10,1.12159e+06,Win
jeaiii::to_text,506.779,2.29579,675.311ms,998258,240,4.46401e+11,1.87856e+06,Loss
