Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,1568.36,2.32935,5.32096ms,48310,120,5.61872e+07,29376,Win
vn::to_chars,875.11,1.77859,18.9763ms,48302,240,2.10366e+08,52638.9,Loss
