Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,1479.62,2.26221,166.322ms,193796,480,3.83267e+09,124910,Win
vn::to_chars,957.623,1.7141,74.423ms,193794,240,2.62649e+09,192995,Loss
