Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,1101.95,0.919328,13.2183ms,80000,30,1.2154e+07,69235.4,2.75488,Win
std::from_chars,664.375,0.737564,21.7277ms,80000,30,2.15216e+07,114836,4.57188,Loss
strtoll/strtoull,339.764,1.13265,214.627ms,80000,48,3.10498e+08,224550,8.94217,Loss
