Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1787.73,0.227124,101.634ms,1048194,30,4.83867e+07,559164,Win
jeaiii::to_text,1446.86,0.300879,124.11ms,1048194,30,1.2964e+08,690901,Loss
fmt::format_to,936.574,0.471779,188.066ms,1048194,30,7.60674e+08,1.06733e+06,Loss
std::to_chars,776.482,0.243315,554.655ms,1048194,30,2.94359e+08,1.28739e+06,Loss
