Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1595.21,0.612347,137.825ms,948416,30,3.61642e+08,566997,Win
jeaiii::to_text,1144.13,1.11323,377.262ms,948416,30,2.32347e+09,790537,Loss
