Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,663.256,2.16834,2.05312ms,8000,30,1.86634e+06,11502.9,Win
std::from_chars,458.733,1.07071,3.47494ms,8000,30,951327,16631.5,Loss
strtoll/strtoull,287.205,0.371615,4.84685ms,8000,30,292351,26564.3,Loss
