Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,494.731,0.594567,40000,60,39,Win
std::from_chars,423.362,0.584686,40000,60,5,Loss
strtoll/strtoull,199.906,3.88552,40000,60,12,Loss
