Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,95.3674,0,100,60,0,Tie
std::from_chars,95.3674,0,100,60,49,Tie
strtoll/strtoull,94.5727,0.840336,100,60,37,Loss
