Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
std::from_chars,272.719,1.31899,0.13825ms,200,120,10211.6,699.383,Win
strtoll/strtoull,138.894,1.35962,0.257125ms,200,120,41832.4,1373.24,Loss
