Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,774.461,1.54765,181.478ms,800000,120,2.78937e+10,985123,Win
strtoll/strtoull,93.9388,2.0485,1348.2ms,800000,120,3.32158e+12,8.12166e+06,Loss
